"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Swaziland","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","3.86",""
"Swaziland","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","2.89",""
"Swaziland","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","1.84",""
"Swaziland","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.99",""
"Swaziland","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.44",""
"Swaziland","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","2.46",""
"Swaziland","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","2.88",""
"Swaziland","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","2.89",""
"Swaziland","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","2.93",""
"Swaziland","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","3.06",""
"Swaziland","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","3.14",""
"Swaziland","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","3.31",""
"Swaziland","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","3.48",""
"Swaziland","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","3.58",""
"Swaziland","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","3.56",""
"Swaziland","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","3.65",""
"Swaziland","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","3.77",""
"Swaziland","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","4.06",""
"Swaziland","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","4.45",""
"Swaziland","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","4.89",""
"Swaziland","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","5.37",""
"Swaziland","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","5.65",""
"Swaziland","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","5.51",""
"Swaziland","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","4.85",""
"Swaziland","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","3.74",""
"Swaziland","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","2.45",""
"Swaziland","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","1.37",""
"Swaziland","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.64",""
"Tajikistan","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Tajikistan","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Tajikistan","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Tajikistan","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Tajikistan","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Tajikistan","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Tajikistan","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Tajikistan","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Tajikistan","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Tajikistan","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Tajikistan","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Tajikistan","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Tajikistan","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Tajikistan","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Tajikistan","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Tajikistan","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Tajikistan","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Tajikistan","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Tajikistan","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Tajikistan","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Tajikistan","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Tajikistan","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Tajikistan","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Tajikistan","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Tajikistan","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Tajikistan","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Tajikistan","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Tajikistan","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Tajikistan","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Tajikistan","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Tajikistan","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Tajikistan","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Tajikistan","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Tajikistan","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Tajikistan","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Tajikistan","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0",""
"Tajikistan","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Thailand","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Thailand","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Thailand","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Thailand","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Thailand","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Thailand","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Thailand","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Thailand","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Thailand","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Thailand","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Thailand","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Thailand","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Thailand","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Thailand","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Thailand","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Thailand","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Thailand","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Thailand","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Thailand","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.24",""
"Thailand","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.32",""
"Thailand","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.41",""
"Thailand","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.52",""
"Thailand","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.47",""
"Thailand","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Thailand","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Thailand","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.01",""
"Thailand","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Thailand","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Thailand","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Thailand","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.02",""
"Thailand","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Thailand","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Thailand","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Thailand","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Thailand","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Thailand","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Thailand","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Thailand","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Thailand","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Thailand","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Thailand","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Thailand","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Thailand","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.22",""
"Thailand","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.27",""
"Thailand","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.46",""
"Thailand","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.44",""
"Thailand","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Thailand","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Thailand","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Thailand","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.03",""
"Thailand","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Thailand","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Thailand","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.04",""
"Thailand","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.05",""
"Thailand","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Thailand","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Thailand","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Thailand","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Thailand","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Thailand","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Thailand","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Thailand","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Thailand","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Thailand","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Thailand","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.31",""
"Thailand","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.42",""
"Thailand","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.45",""
"Thailand","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.64",""
"Thailand","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.6",""
"Togo","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Togo","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Togo","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.18",""
"Togo","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Togo","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.22",""
"Togo","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.25",""
"Togo","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Togo","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.34",""
"Togo","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.41",""
"Togo","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.47",""
"Togo","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.54",""
"Togo","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.61",""
"Togo","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.66",""
"Togo","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.71",""
"Togo","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.73",""
"Togo","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.73",""
"Togo","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.71",""
"Togo","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.66",""
"Togo","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.59",""
"Togo","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.51",""
"Togo","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.42",""
"Togo","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.34",""
"Togo","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.26",""
"Togo","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.07",""
"Togo","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Togo","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Togo","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Togo","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Togo","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Togo","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.23",""
"Togo","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.28",""
"Togo","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.34",""
"Togo","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.39",""
"Togo","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.45",""
"Togo","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.51",""
"Togo","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.56",""
"Togo","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.6",""
"Togo","Adults (15-49) lower estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.62",""
"Togo","Adults (15-49) lower estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.61",""
"Togo","Adults (15-49) lower estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.59",""
"Togo","Adults (15-49) lower estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.54",""
"Togo","Adults (15-49) lower estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.48",""
"Togo","Adults (15-49) lower estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.42",""
"Togo","Adults (15-49) lower estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.34",""
"Togo","Adults (15-49) lower estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.27",""
"Togo","Adults (15-49) lower estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Togo","Adults (15-49) upper estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.19",""
"Togo","Adults (15-49) upper estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.2",""
"Togo","Adults (15-49) upper estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.25",""
"Togo","Adults (15-49) upper estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.27",""
"Togo","Adults (15-49) upper estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.29",""
"Togo","Adults (15-49) upper estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.32",""
"Togo","Adults (15-49) upper estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.37",""
"Togo","Adults (15-49) upper estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.43",""
"Togo","Adults (15-49) upper estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.51",""
"Togo","Adults (15-49) upper estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.58",""
"Togo","Adults (15-49) upper estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.66",""
"Togo","Adults (15-49) upper estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.74",""
"Togo","Adults (15-49) upper estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.8",""
"Togo","Adults (15-49) upper estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.84",""
"Togo","Adults (15-49) upper estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.87",""
"Togo","Adults (15-49) upper estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.88",""
"Togo","Adults (15-49) upper estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.86",""
"Togo","Adults (15-49) upper estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.81",""
"Togo","Adults (15-49) upper estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.73",""
"Togo","Adults (15-49) upper estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.62",""
"Togo","Adults (15-49) upper estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.52",""
"Togo","Adults (15-49) upper estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.42",""
"Togo","Adults (15-49) upper estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.34",""
"Trinidad and Tobago","Adults (15-49) estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Trinidad and Tobago","Adults (15-49) estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Trinidad and Tobago","Adults (15-49) estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Trinidad and Tobago","Adults (15-49) estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Trinidad and Tobago","Adults (15-49) estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Trinidad and Tobago","Adults (15-49) estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Trinidad and Tobago","Adults (15-49) estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Trinidad and Tobago","Adults (15-49) estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Trinidad and Tobago","Adults (15-49) estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Trinidad and Tobago","Adults (15-49) estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Trinidad and Tobago","Adults (15-49) estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Trinidad and Tobago","Adults (15-49) estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Trinidad and Tobago","Adults (15-49) estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Trinidad and Tobago","Adults (15-49) estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Trinidad and Tobago","Adults (15-49) estimate","1998","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Trinidad and Tobago","Adults (15-49) estimate","1997","UNAIDS_Spectrum Estimates_","Rate","0.17",""
"Trinidad and Tobago","Adults (15-49) estimate","1996","UNAIDS_Spectrum Estimates_","Rate","0.16",""
"Trinidad and Tobago","Adults (15-49) estimate","1995","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Trinidad and Tobago","Adults (15-49) estimate","1994","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Trinidad and Tobago","Adults (15-49) estimate","1993","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Trinidad and Tobago","Adults (15-49) estimate","1992","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Trinidad and Tobago","Adults (15-49) estimate","1991","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Trinidad and Tobago","Adults (15-49) estimate","1990","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2012","UNAIDS_Spectrum Estimates_","Rate","0.06",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2011","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2010","UNAIDS_Spectrum Estimates_","Rate","0.08",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2009","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2008","UNAIDS_Spectrum Estimates_","Rate","0.09",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2007","UNAIDS_Spectrum Estimates_","Rate","0.1",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2006","UNAIDS_Spectrum Estimates_","Rate","0.11",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2005","UNAIDS_Spectrum Estimates_","Rate","0.12",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2004","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2003","UNAIDS_Spectrum Estimates_","Rate","0.13",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2002","UNAIDS_Spectrum Estimates_","Rate","0.14",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2001","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Trinidad and Tobago","Adults (15-49) lower estimate","2000","UNAIDS_Spectrum Estimates_","Rate","0.15",""
"Trinidad and Tobago","Adults (15-49) lower estimate","1999","UNAIDS_Spectrum Estimates_","Rate","0.15",""
